시도명,시군구명,시설명,대표자전화번호,시설주소,상세주소,종목명,longitude,latitude,disabilityfriendly
서울,노원구,용인대백두산태권도,029356161,서울특별시 노원구 한글비석로5길 62,"8단지상가 2층 용인대백두산태권도(중계동, 중계8단지주공아파트)",태권도,127.075359,37.6461889,TRUE
서울,종로구,홍핏,027478296,서울특별시 종로구 사직로 119,목천빌딩(내자동),헬스,126.9719072,37.5763111,TRUE
서울,마포구,마크짐 망원점,023323630,서울특별시 마포구 월드컵로 155,6층(망원동),헬스,126.9049244,37.5613848,TRUE
서울,관악구,타이거복싱체육관,028837080,서울특별시 관악구 양녕로 13,3층 타이거복싱체육관(봉천동),복싱,126.9463088,37.4832657,TRUE
서울,관악구,왕호태권도,028771245,서울특별시 관악구 인헌6길 16,농협2층 왕호태권도(봉천동),태권도,126.9660221,37.4741092,TRUE
서울,양천구,필라테스더랩,0226480177,서울특별시 양천구 등촌로 32,501호(목동),필라테스,126.8641657,37.5328886,TRUE
서울,광진구,군자복싱다이어트,024681282,서울특별시 광진구 능동로 267,영진빌딩 2층(군자동),복싱,127.0774022,37.5539179,TRUE
서울,서대문구,거산MMA태권도장,0232751212,서울시 서대문구 세검정로 89,MKA빌딩 2층,기타종목,126.9486773,37.5957705,TRUE
서울,영등포구,영등포구시설관리공단(영등포다목적배드민턴체육관),0226302995,서울특별시 영등포구 도신로15길 5,배드민턴체육관(도림동),배드민턴,126.8982002,37.5059713,TRUE
서울,송파구,거원태권도,024041888,서울특별시 송파구 양산로4길 13,우토파크빌딩 5층 거원태권도(거여동),태권도,127.1447458,37.490006,TRUE
서울,동대문구,로하필라테스,0222153385,서울특별시 동대문구 망우로 122-1,거부빌딩 7층(휘경동),필라테스,127.0667795,37.5911581,TRUE
서울,강서구,화곡와이어주짓수,0263692310,서울특별시 강서구 화곡로 128,2층(화곡동),주짓수,126.8360673,37.5402441,TRUE
서울,도봉구,해솔태권도장,029568575,서울특별시 도봉구 방학로 223,2층 205호(방학동),태권도,127.0275081,37.6613238,TRUE
서울,성동구,필라테스가든 평생교육원,0222811929,서울특별시 성동구 사근동길 6,2층 필라테스가든 한양대점(행당동),필라테스,127.0420376,37.5601514,TRUE
서울,노원구,필탁구클럽,,서울특별시 노원구 상계로27길 7,지하(상계동),탁구,127.0705964,37.658919,TRUE
서울,성북구,필라테스B&E,,서울특별시 성북구 종암로23길 35,"래미안세레니티 아파트 상가B1(종암동, 래미안세레니티)",필라테스,127.0313424,37.5993452,TRUE
서울,영등포구,건강더하기헬스,028492831,서울특별시 영등포구 도신로 227,4층 건강더하기헬스(신길동),헬스,126.9162603,37.5121385,TRUE
서울,영등포구,영등포구시설관리공단(영등포 제1스포츠센터),0226501512,서울특별시 영등포구 신풍로 1,(신길동),헬스,126.9062946,37.5005379,TRUE
서울,서대문구,메디컬필라테스&PT,,서울특별시 서대문구 홍제원길 15-6,"102호(홍제동, 목련빌라)",필라테스,126.9476503,37.5871548,TRUE
서울,양천구,코리안탑팀,0226475104,서울특별시 양천구 신목로 80,3층(신정동),복싱,126.8743889,37.5218662,TRUE
서울,노원구,중앙태권도,0290987898,서울특별시 노원구 상계로39길 34,3층(상계동),태권도,127.0813289,37.6714316,TRUE
서울,금천구,이파필라테스 금천점,028029609,서울특별시 금천구 시흥대로 224,6층 에스바디워크필라테스(시흥동),필라테스,126.9013002,37.4539296,TRUE
서울,서초구,(#비대면) 콰트,0262030552,서울특별시 서초구 서초대로77길 55,9층(서초동),필라테스,127.0244659,37.5021008,TRUE
서울,강동구,필라테스192 천호점,024789670,서울특별시 강동구 구천면로 192,푸르지오 301호 필라테스(천호동),필라테스,127.1258416,37.5403622,TRUE
서울,영등포구,영등포검도관,028325040,서울특별시 영등포구 도신로 252,영등포검도관(신길동),검도,126.9185618,37.5134353,TRUE
서울,구로구,용인대MTA태권도,0220663338,서울특별시 구로구 천왕로 36,천왕센타프라자 5층 MTA태권도(천왕동),태권도,126.8393789,37.4808802,TRUE
서울,금천구,위너스스포츠센터,028912747,서울특별시 금천구 시흥대로 296,볼링장 1층(독산동),볼링,126.899285,37.4596887,TRUE
서울,광진구,건대탁구클럽,0260151952,서울특별시 광진구 아차산로 324,지하 101호 건대탁구클럽(자양동),탁구,127.0787669,37.537424,TRUE
서울,은평구,건민체육관,,서울특별시 은평구 통일로 796,"아파트상가 132호(불광동, 북한산 힐스테이트7차)",태권도,126.9264534,37.6160938,TRUE
서울,은평구,해봄아동청소년발달센터,023525857,서울특별시 은평구 진관2로 29-21,드림스퀘어 802호 해봄아동청소년발달센터(진관동),기타종목,126.9193479,37.6357288,TRUE
서울,광진구,머슬킹,024618234,서울특별시 광진구 면목로 126,3층머슬킹(중곡동),헬스,127.0807832,37.5644968,TRUE
서울,강남구,대치통합발달심리센터,,서울특별시 강남구 선릉로 320,성진빌딩 지하1층,기타종목,127.0522104,37.4982857,TRUE
서울,노원구,건영볼링센타,0233995351,서울특별시 노원구 섬밭로 258,지하 2층 건영볼링센타(중계동),볼링,127.0648461,37.6388763,TRUE
서울,강동구,머슬비치짐,,서울특별시 강동구 아리수로93나길 54,경서빌딩 3층 머슬비치짐(강일동),헬스,127.174853,37.5722002,TRUE
서울,송파구,백호합기도1관,024073230,서울특별시 송파구 성내천로 77,2층(오금동),합기도,127.1382604,37.5016151,TRUE
서울,동대문구,피트니스오늘&필라테스,,서울특별시 동대문구 장한로 29,상영빌딩 지하1층(장안동),필라테스,127.0660817,37.5641915,TRUE
서울,강남구,삼성2동복합문화센터,0221760671,서울특별시 강남구 봉은사로 419,4층 삼성2동복합문화센터(삼성동),헬스,127.04595,37.5112,TRUE
서울,강동구,원 탑 태권도,024829386,서울특별시 강동구 천중로17길 37,2층 원 탑 태권도(천호동),태권도,127.1308512,37.5465377,TRUE
서울,금천구,한누리고려대중태권도장,028047772,서울특별시 금천구 탑골로 30,"2,3층(시흥동)",태권도,126.9123909,37.4517693,TRUE
서울,서대문구,피트니스더블유,023039755,서울특별시 서대문구 증가로 133,3층(남가좌동),헬스,126.9226282,37.5773206,TRUE
서울,서대문구,검수원검도관,023126343,서울특별시 서대문구 북아현로4길 2,지층(북아현동),검도,126.9568277,37.5592341,TRUE
서울,노원구,격술원,,서울특별시 노원구 노원로 29,"상가305호(공릉동, 우성아파트)",태권도,127.0850709,37.6244827,TRUE
서울,강남구,경기검도관,024519112,서울특별시 강남구 개포로 615,B1 109호 경기검도관(개포동),검도,127.0756013,37.4926645,TRUE
서울,광진구,광진발달장애인평생교육센터,024551221,서울특별시 광진구 아차산로 390,제일빌딩 3-4층(자양동),볼링,127.0861555,37.5369205,TRUE
서울,노원구,피트니스 뭅,,서울특별시 노원구 동일로 1365,502호(상계동),헬스,127.0612598,37.6505982,TRUE
서울,송파구,머슐랭가이드,024163040,서울특별시 송파구 오금로 247,B101(방이동),필라테스,127.1208949,37.5063635,TRUE
서울,노원구,한양대엘리트태권도장,029392442,서울특별시 노원구 덕릉로 740,정진빌딩 6층 한양대엘리트태권도(상계동),태권도,127.0764125,37.6636595,TRUE
서울,중랑구,참피온 탁구장,024917535,서울특별시 중랑구 망우로 469,3층 302호(망우동),탁구,127.1043296,37.600781,TRUE
서울,영등포구,주식회사와우스포츠아카데미,027860955,서울특별시 영등포구 국제금융로 79,"롯데슈퍼 지하1층  와우수영장(여의도동, 한양아파트)",수영,126.932323,37.5215706,TRUE
서울,도봉구,창동 와우필라테스,029046668,서울특별시 도봉구 마들로11가길 6-25,"2층 와우필라테스(창동, 월가타워)",필라테스,127.0490676,37.6522164,TRUE
서울,성북구,보성태권도,0262231533,서울특별시 성북구 종암로27길 37,"3층(종암동, 삼성 래미안아파트)",태권도,127.0305744,37.6021271,TRUE
서울,은평구,크로스 복싱 클럽,023077982,서울특별시 은평구 은평로 46,크로스 복싱클럽 5층(신사동),복싱,126.9131123,37.5983117,TRUE
서울,강서구,경수태권도공부방스포츠클럽,0226058880,서울특별시 강서구 까치산로 176,3층 경수태권도공부방스포츠클럽(화곡동),태권도,126.8534815,37.552723,TRUE
서울,중랑구,맹호태권도,024324002,서울특별시 중랑구 봉우재로 141,3층 맹호태권도(상봉동),태권도,127.088666,37.5933775,TRUE
서울,금천구,열매점핑허브다이어트,0271416481,서울특별시 금천구 독산로40길 49,3층(시흥동),기타종목,126.9071731,37.4610298,TRUE
서울,성북구,국제복싱체육관,07081611212,서울특별시 성북구 보문로 189,측면 3층 국제복싱체육관(삼선동4가),복싱,127.0142997,37.5906217,TRUE
서울,동작구,보라매 쉐르빌 탁구장,,서울특별시 동작구 보라매로5길 43,"지하 1층 쉐르빌 탁구장(신대방동, 보라매삼성쉐르빌)",탁구,126.9234164,37.4914777,TRUE
서울,강북구,국심검도관(대무관),029888844,서울특별시 강북구 월계로13길 7,B1(미아동),검도,127.0345366,37.6116915,TRUE
서울,도봉구,창동문화체육센터,029015039,서울특별시 도봉구 노해로69길 132,3층사무실(창동),헬스,127.0507056,37.6581175,TRUE
서울,성동구,열린금호교육문화관,0222047650,서울특별시 성동구 무수막길 69,열린금호교육문화관(금호동2가),기타종목,127.0198751,37.5527068,TRUE
서울,동작구,파랑새아동발달센터,028269949,서울특별시 동작구 상도로 301,"지하 1층, 지상 4층 파랑새아동발달센터(상도1동)",기타종목,126.9499692,37.5009948,TRUE
서울,노원구,(주식회사)박재현재활운동센터,0218118861,서울특별시 노원구 동일로 986,"102동 2층 213호(공릉동, 노원 프레미어스 엠코)",기타종목,127.076212,37.618481,TRUE
서울,구로구,이지EG심리감각운동발달센터,0220662680,서울특별시 구로구 중앙로 64,2층 이지심리감각운동발달센터(고척동),기타종목,126.8627487,37.5037585,TRUE
서울,서대문구,매직짐,023798815,서울특별시 서대문구 통일로 484,유진상가2층 매직짐(홍제동),헬스,126.9429917,37.5915888,TRUE
서울,송파구,경찰 태권도 & 파워점핑,024081112,서울특별시 송파구 오금로40길 40,"대성빌딩 2층, 지층(가락동)",기타종목,127.1287934,37.4971975,TRUE
서울,서대문구,플러스파인,0290260480,서울특별시 서대문구 신촌역로 17,203호(대현동),필라테스,126.9424355,37.5582853,TRUE
서울,송파구,더샾필라테스&요가 송파점,024208252,서울특별시 송파구 오금로 247,건양빌딩 지층(방이동),필라테스,127.1208949,37.5063635,TRUE
서울,관악구,지에이스포츠센터,07041119696,서울특별시 관악구 은천로 37,3층(봉천동),축구(풋살),126.9395881,37.4863545,TRUE
서울,노원구,경희대 대한태권도,029334848,서울특별시 노원구 한글비석로 474,보람아파트 2단지상가 308호(상계동),태권도,127.0654593,37.6648282,TRUE
서울,관악구,경희대 박병호 태권도,028824485,서울특별시 관악구 국회단지길 7,4층 경희대박병호태권도(봉천동),태권도,126.9392364,37.4866625,TRUE
서울,동대문구,장안휘트니스,07081116228,서울특별시 동대문구 답십리로 252,4층 장안휘트니스(장안동),헬스,127.0682309,37.5722491,TRUE
서울,영등포구,이재일탁구클럽,0220691400,서울특별시 영등포구 영중로 131-10,2층 이재일탁구클럽(영등포동8가),탁구,126.9045739,37.5283899,TRUE
서울,노원구,경희대 상경태권도,029393222,서울특별시 노원구 동일로227길 26,"상가동3층,학원동3층(상계동, 상계주공15단지아파트)",태권도,127.055611,37.6683012,TRUE
서울,양천구,CBS 기독교방송 (종합문화센터),0226507034,서울특별시 양천구 목동서로 159-1,CBS기독교방송 9층(목동),기타종목,126.8748763,37.5283079,TRUE
서울,관악구,경희대 석사 현대 태권도,028779001,서울특별시 관악구 은천로 93,"벽산블루밍아파트 101동 상가 412,413호(봉천동, 벽산블루밍아파트)",태권도,126.945049,37.4895169,TRUE
서울,강동구,위드유짐,0223441322,서울특별시 강동구 천호대로 1055,"태영아파트102동 상가B01호 위드유짐(천호동, 천호태영아파트)",헬스,127.1299458,37.5384706,TRUE
서울,서대문구,삼성 태권도장,023758333,서울시 서대문구 증가로 191,306~308호,태권도,126.9166617,37.5782468,TRUE
서울,동작구,경희대 용호태권도,,서울특별시 동작구 양녕로30길 4,1층 경희대 용호태권도(상도동),태권도,126.9445135,37.4992634,TRUE
서울,성북구,경희대 원도 태권도 체육관,029244330,서울특별시 성북구 성북로4길 52,"스(돈암동, 한신한진아파트)",태권도,127.0104756,37.5958787,TRUE
서울,강서구,맘결아동발달센터,,서울특별시 강서구 마곡중앙1로 72,"1동 3층 303호 맘결아동발달센터(마곡동, 마곡엠밸리10단지)",기타종목,126.8197352,37.5597333,TRUE
서울,구로구,더본필라테스,,서울특별시 구로구 천왕로 36,2층 203호 더본필라테스(천왕동),필라테스,126.8393789,37.4808802,TRUE
서울,중구,회현체육센터,0222808430,서울특별시 중구 퇴계로12길 78,회현체육센터(회현동1가),기타종목,126.981627,37.5560415,TRUE
서울,강서구,위키즈아동운동발달센터,0226624754,서울특별시 강서구 공항대로 103,"업무상가동 308호(마곡동, 마곡 엠밸리 9단지)",기타종목,126.8188664,37.5620749,TRUE
서울,종로구,클래식바디짐,027471622,서울특별시 종로구 지봉로 87,"지하1층 클래식바디짐(창신동, 창신3동주민센터)",헬스,127.0151761,37.5778444,TRUE
서울,서대문구,삼성골드스포츠클럽,023023114,서울특별시 서대문구 증가로 191,"삼성골드스포츠클럽(남가좌동, DMC래미안클라시스)",수영,126.9166617,37.5782468,TRUE
서울,강동구,경희대SKY체육관,024286777,서울특별시 강동구 고덕로80길 123,2층 경희대SKY체육관(상일동),태권도,127.165596,37.5509309,TRUE
서울,강서구,유연필라테스,0257527382,서울특별시 강서구 강서로 177,영빌딩 6층 601호(화곡동),필라테스,126.8395042,37.5421838,TRUE
서울,광진구,경희대강한친구들,024448736,서울특별시 광진구 광나루로56길 34,현대2단지상가 3층(구의동),태권도,127.0966512,37.5381387,TRUE
서울,성북구,키노짐스포츠,029314040,서울특별시 성북구 정릉로52길 5,지하1층(종암동),농구,127.030242,37.6037836,TRUE
서울,구로구,주식회사 에이치에스 우리사회서비스센터,0220606046,서울특별시 구로구 경인로 290-42,대학본부 1층(개봉동),기타종목,126.8515463,37.4964113,TRUE
서울,서초구,키덜트골프클럽,025859710,서울특별시 서초구 남부순환로333길 32,B02(서초동),골프,127.0208512,37.4838565,TRUE
서울,관악구,룩스필라테스 봉천점,0256631333,서울특별시 관악구 남부순환로 1724,6층(봉천동),필라테스,126.9416417,37.4821833,TRUE
서울,노원구,엘리트체육관,029373450,서울특별시 노원구 동일로241가길 18,2층 엘리트 태권도(상계동),태권도,127.0540164,37.676605,TRUE
서울,서대문구,헬스보이짐  프리미엄 신촌점,023632003,서울특별시 서대문구 신촌로 109,지하4층 헬스보이짐(창천동),헬스,126.9381006,37.5557525,TRUE
서울,구로구,경희대드림태권도,0226850010,서울특별시 구로구 부일로15길 40,2층 경희대드림태권도(궁동),태권도,126.8330619,37.4946991,TRUE
서울,서대문구,커브스 홍제클럽,023931330,서울특별시 서대문구 통일로39가길 30,5층(홍제동),헬스,126.9428594,37.5893118,TRUE
서울,성동구,팀키스,0222350904,서울특별시 성동구 동호로 100,"상가4층 팀키스(금호동3가, 두산아파트)",헬스,127.0164657,37.5506428,TRUE
서울,마포구,마포푸르메스포츠센터,0260709270,서울특별시 마포구 월드컵북로 494,지하1층 마포푸르메스포츠센터(상암동),수영,126.8805264,37.5846589,TRUE
서울,마포구,마포장애인종합복지관,023066212,서울특별시 마포구 성산로4길 35,1층 사무실(성산동),골프,126.9088693,37.5637934,TRUE
서울,마포구,마포문화재단 마포아트센터,0232748500,서울특별시 마포구 대흥로20길 28,마포아트센터(대흥동),수영,126.9455362,37.5498966,TRUE
서울,마포구,마포구청 당구아카데미,0231539874,서울특별시 마포구 월드컵로 212,11층 생활체육과(성산동),당구,126.901491,37.5663245,TRUE
서울,서대문구,국가대표튼튼태권도,023913376,서울특별시 서대문구 홍은중앙로 89,3층 국가대표튼튼태권도(홍은동),태권도,126.9473706,37.5990313,TRUE
서울,서대문구,경희대백련태권도장,0232178731,서울특별시 서대문구 연희로41길 71,2층(홍은동),태권도,126.9348088,37.5917437,TRUE
서울,송파구,다이노스 스포츠,024350320,서울특별시 송파구 송이로36길 62-19,2층(문정동),축구(풋살),127.1266717,37.4842756,TRUE
서울,강남구,삼성피트니스,0216709699,서울특별시 강남구 봉은사로 474,"B1 삼성피트니스(삼성동, 쌍용 플래티넘)",헬스,127.0519533,37.5123688,TRUE
서울,은평구,플라잉 온 필라테스,0260151100,서울특별시 은평구 연서로3가길 14,2층(역촌동),필라테스,126.9149036,37.6035409,TRUE
서울,동작구,경희대상현태권도,028224625,서울특별시 동작구 상도로 346-1,"2층 단지내상가 201호 태권도(상도동, 힐스테이트 상도 센트럴파크)",태권도,126.9511563,37.4958315,TRUE
서울,동작구,륜태권도,0262087082,서울특별시 동작구 장승배기로 119,삼거리빌딩401호 륜태권도(노량진동),태권도,126.9398854,37.5082692,TRUE
서울,광진구,삼손스포츠수기명가,,서울특별시 광진구 아차산로65길 14,B1층 삼손스포츠수기명가(구의동),헬스,127.0940943,37.5410236,TRUE
서울,도봉구,용인대석사 참바른태권도,029988880,서울특별시 도봉구 우이천로32길 67,"상가3층(쌍문동, 동익파크아파트)",태권도,127.0249627,37.6518106,TRUE
서울,강북구,경희키즈태권짐,029891045,서울특별시 강북구 오현로32길 28,2층(번동),태권도,127.0406846,37.6280232,TRUE
서울,양천구,경희대석사 비룡태권도,0220658164,서울특별시 양천구 신정로 312,뉴프라자 5층(신정동),태권도,126.8555404,37.5132891,TRUE
서울,은평구,한국체대수태권도장,023514731,서울특별시 은평구 갈현로 108,2층 한국체대 수 태권도장(역촌동),태권도,126.9109197,37.6074308,TRUE
서울,마포구,마포구민체육센터,023247800,서울특별시 마포구 월드컵로25길 190,1층 관리사무실(망원동),헬스,126.8969649,37.5567653,TRUE
서울,동작구,예스휘트니스센터,0232803030,서울특별시 동작구 국사봉1길 32,3층(상도동),헬스,126.9303664,37.498814,TRUE
서울,노원구,희망탁구,,서울특별시 노원구 석계로 67,희망탁구(월계동),탁구,127.0626021,37.6207114,TRUE
서울,송파구,올림픽수영장,0221803728,서울특별시 송파구 올림픽로 424,올림픽수영장(방이동),헬스,127.122959,37.520934,TRUE
서울,양천구,키즈 엘리트,0269290079,서울특별시 양천구 목동동로10길 24,지하 1층 키즈엘리트 수영장(신정동),수영,126.8723647,37.5193552,TRUE
서울,동작구,국심검도관,025846820,서울특별시 동작구 사당로16길 7,4층 국심검도관(사당동),헬스,126.9741008,37.4830479,TRUE
서울,서대문구,마카롱PT,0227483103,서울특별시 서대문구 통일로35길 14-4,제니스오피스텔 B201호 마카롱PT(홍제동),헬스,126.9458643,37.5865622,TRUE
서울,성동구,마장탁구클럽,0260810840,서울특별시 성동구 마장로 284,3층(마장동),탁구,127.0412778,37.5653566,TRUE
서울,강북구,경희대석사체육관,029991140,서울특별시 강북구 삼양로100길 20,3층(수유동),태권도,127.0172655,37.6395891,TRUE
서울,용산구,경희대석사태권도,027760791,서울특별시 용산구 후암로 47,(후암동),태권도,126.977122,37.5500564,TRUE
서울,성동구,마장국민체육센터,0222047641,서울특별시 성동구 마조로11길 6,마장국민체육센터(마장동),헬스,127.0407835,37.5621277,TRUE
서울,송파구,프리윌아동청소년발달센터,0230128777,서울특별시 송파구 새말로 167,이주빌딩 2층 프리윌아동청소년발달센터(문정동),기타종목,127.131367,37.4854575,TRUE
서울,동대문구,화랑태권도,0222448996,서울특별시 동대문구 망우로16길 26,2층(휘경동),태권도,127.0611243,37.5890111,TRUE
서울,관악구,태결검도관,,서울특별시 관악구 쑥고개로 73-1,2층(봉천동),검도,126.944774,37.4796243,TRUE
서울,성북구,유니버설 피트니스,,서울특별시 성북구 성북로6길 12,"204호 유니버설 피트니스(성북동, 성북동 근생·도시형생활주택)",헬스,127.0051529,37.5899628,TRUE
서울,성동구,프롬더바디,0276161236,서울특별시 성동구 왕십리로 115,9층 905호 프롬더바디(성수동1가),헬스,127.0441277,37.5479193,TRUE
서울,중랑구,합기도 유락관 호신술,024941394,서울특별시 중랑구 용마산로 563,진일빌딩5층(신내동),합기도,127.1002144,37.6012584,TRUE
서울,구로구,보나필라테스,0228422772,서울특별시 구로구 개봉로23가길 31,6층 보나필라테스(개봉동),필라테스,126.8580866,37.4953022,TRUE
서울,노원구,복싱팩토리짐,07089595425,서울특별시 노원구 한글비석로23길 2,3충  복싱팩토리짐(상계동),복싱,127.071247,37.6607212,TRUE
서울,중랑구,박현미탁구클럽,07042259277,서울특별시 중랑구 동일로 937,5층 박현미탁구클럽(묵동),탁구,127.0764923,37.6140011,TRUE
서울,강서구,현대태권도,0236635673,서울특별시 강서구 양천로 507,"상가3층 현대태권도(가양동, 강나루현대아파트)",태권도,126.8569328,37.5608928,TRUE
서울,구로구,경희대스페셜태권도줄넘기,0220660606,서울특별시 구로구 천왕로 36,304호 경희대스페셜태권도줄넘기(천왕동),태권도,126.8393789,37.4808802,TRUE
서울,서초구,꿈꾸는탁구클럽,,서울특별시 서초구 바우뫼로6길 46,동우빌딩(우면동),탁구,127.0273793,37.4688116,TRUE
서울,서대문구,경희대신화태권도,023030501,서울특별시 서대문구 응암로 61,4층(북가좌동),태권도,126.9101823,37.5787862,TRUE
서울,노원구,킨더윌언어심리전문센터,029393421,서울특별시 노원구 상계로23다길 13-8,"10호 1층(상계동, 노원 아이파크)",기타종목,127.0694006,37.6598913,TRUE
서울,영등포구,킹스키즈센터,,서울특별시 영등포구 여의동로 213,"지하 1층 상가 101호, 105호   킹스키즈센터(여의도동, 여의도금호리첸시아)",기타종목,126.9396473,37.5185998,TRUE
서울,영등포구,사단법인 영등포구스포츠클럽,0262657330,서울특별시 영등포구 디지털로 413,메리클빌딩 지하1층 (대림동),탁구,126.9041636,37.4934561,TRUE
서울,송파구,리더스포츠,024072272,서울특별시 송파구 동남로 108,지하1층 B 102호 리더짐(문정동),농구,127.1233728,37.4896516,TRUE
서울,강동구,한국체대석사태풍태권도,024705877,서울특별시 강동구 양재대로116길 95,2층(길동),태권도,127.1457382,37.5376716,TRUE
서울,영등포구,프라이드필라테스,028329682,서울특별시 영등포구 여의대방로 95,4층 프라이드필라테스(신길동),필라테스,126.9171529,37.4976542,TRUE
서울,강동구,검도교실경당,024826566,서울특별시 강동구 구천면로 267,검도교실경당(천호동),검도,127.1322074,37.5441337,TRUE
서울,강서구,품태권스쿨,0236649007,서울특별시 강서구 공항대로59길 41,2층 품태권스쿨(등촌동),태권도,126.863371,37.5535444,TRUE
서울,양천구,경희대정석태권도,,서울특별시 양천구 신정로7길 60-14,대승프라자4층 402호(신정동),태권도,126.8392709,37.5125524,TRUE
서울,동작구,이소영탁구교실,028147110,서울특별시 동작구 여의대방로 22,"상가동 145, 146호(신대방동, 우성아파트)",탁구,126.9115326,37.4920816,TRUE
서울,은평구,경희대중앙태권도,023831113,서울특별시 은평구 역말로 37,201호(역촌동),태권도,126.9143559,37.6059802,TRUE
서울,강남구,포텐PT,,서울특별시 강남구 학동로4길 18,지하1층(논현동),헬스,127.0231828,37.5102582,TRUE
서울,강동구,경희대청무체육관,024700430,서울특별시 강동구 구천면로 258,3층 경희대청무체육관(천호동),태권도,127.1319219,37.5432302,TRUE
서울,은평구,연신내복싱클럽,023851282,서울특별시 은평구 연서로26길 4,4층(대조동),복싱,126.9199338,37.6171283,TRUE
서울,강남구,SDTA태권도교육관,0234110712,서울특별시 강남구 양재대로55길 31,동성빌딩5층(일원동),태권도,127.0870125,37.4929303,TRUE
서울,서초구,내아이발달센터(서초),0274352468,서울특별시 서초구 동산로 32,"지하1층 내아이발달센터(양재동, 세정빌)",기타종목,127.0428021,37.4704077,TRUE
서울,서초구,경희대최강태권도,0220571323,서울특별시 서초구 헌릉로8길 9-8,2층 경희대최강태권도(내곡동),태권도,127.0599237,37.4567153,TRUE
서울,송파구,포올태권도 운동발달센터,024487983,서울특별시 송파구 양재대로72길 18,백조상가 2층 포올태권도 운동발달센터(오금동),태권도,127.1287636,37.5090801,TRUE
서울,중랑구,마음열기 태권도장,029790677,서울특별시 중랑구 공릉로12가길 41,3층 마음열기 태권도장(묵동),태권도,127.0816845,37.6175349,TRUE
서울,서초구,국가대표엠티에이태권도,025736004,서울특별시 서초구 동산로13길 6,2층(양재동),태권도,127.0454002,37.4721853,TRUE
서울,은평구,경희대태권도,023755777,서울특별시 은평구 갈현로1길 24,2층 경희대태권도(신사동),태권도,126.9076399,37.5994943,TRUE
서울,광진구,따숨,,서울특별시 광진구 자양로 284,2층(구의동),기타종목,127.0918282,37.5511103,TRUE
서울,노원구,지음발달재활센터,0264011004,서울특별시 노원구 동일로 986,"102동 211 A호(공릉동, 노원 프레미어스 엠코)",기타종목,127.076212,37.618481,TRUE
서울,양천구,국가대표스타클래스태권도장,,서울특별시 양천구 목동동로8길 23,501호(신정동),태권도,126.8714868,37.5168559,TRUE
서울,중랑구,복싱타임,024348212,서울특별시 중랑구 동일로 802,401호 복싱타임(중화동),복싱,127.0797178,37.6020892,TRUE
서울,노원구,상계탁구,,서울특별시 노원구 덕릉로83길 9-20,3층(중계동),탁구,127.073886,37.6596092,TRUE
서울,동작구,경희대태권스쿨,028123255,서울특별시 동작구 등용로 127,"대방동 현대아파트 103동 상가 3층 경희대태권스쿨(대방동, 대방동현대아파트)",태권도,126.9306714,37.5129359,TRUE
